harga,LB,LL,kamar_tidur,kamar_mandi,proyek,alamat,telp,email,atap,dinding,lantai,unit_subsidi,unit_komersil,longlat,kabupaten_kota
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PESONA YAHYA,"Jalan Aksia RT 002, RW 005 no. 30 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Barat",Telp : 081261340069,Email : albyrroke@gmail.com,a. Atap  Rangka Baja Ringan Penutup Multi Roof,"b. Dinding  - Batu Bata
- Plaster
- Cat",c. Lantai & Pondasi  Keramik & Stoof Beton,Subsidi : 42 Unit,Komersil : 0 Unit,"0.508973, 101.490227","GF5R+H3Q Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Perumahan Alesha 2,"Jl. Tuanku Tambusai  no. 34 B RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo",Telp : 082285615774,Email : dillanauraalifa@gmail.com,a. Atap  Spandek,b. Dinding  Batu Bata Plester Dan Aci,c. Lantai & Pondasi  Keramik & Cor Slof Beton Bertulang,Subsidi : 15 Unit,Komersil : 0 Unit,"0.575094, 101.476334","HFGG+2GP Lembah Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 142.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Tanjung Griya permai,"JL. Suka Mulya dpn SPBU KM. 9 Kampung Perawang Barat Kecamatan Tualang no. 12 RIAU, KAB SIAK,
              Tualang, Perawang Barat",Telp : 081371831706,Email : syahrilstt@gmail.com,"a. Atap  Baja Ringan, atap Multi Roof",b. Dinding  Dinding Batu Bata Merah DiPlester Luar Dalam,"c. Lantai & Pondasi  Lantai dan Teras di Keramik 40 x 40 - Lantai Dan Dinding kamar Mandi Keramik & Pondasi Cor Setempat, Slof Beton dengan Tulang Besi 10 mm",Subsidi : 0 Unit,Komersil : 1 Unit,"0.575094, 101.476334","HFGG+2GP Lembah Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 110m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA TRI SANUR,"JL. SINGGALANG VII KEL. SIALANG SAKTI KEC. TENAYAN RAYA  no. 01 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Bencahlesung",Telp : 082169671119,Email : ciciokta1011@gmail.com,a. Atap  seng berwarna,b. Dinding  Pasangan batu bata di plaster dan di cat,c. Lantai & Pondasi  full keramik & slof beton bertulang,Subsidi : 32 Unit,Komersil : 0 Unit,"0.488848, 101.508842","FGQ5+GGP Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 180m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRAHA TANGOR ASRI,"jl mesjid Al-furqon  no. 07 RIAU, KOTA PEKANBARU,
              Lima Puluh, Pesisir",Telp : 085271900885,Email : derin03rina@gmail.com,a. Atap  multi roof,b. Dinding  batu bata,c. Lantai & Pondasi  Granit & sloof beton bertuLang,Subsidi : 7 Unit,Komersil : 0 Unit,"0.488848, 101.508842","FGQ5+GGP Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 0","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Permata Petapahan Indah,"JL. TUANKU TAMBUSAI no. 34B RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo",Telp : 081371161417,Email : nazariben76@gmail.com,a. Atap  Spandek,b. Dinding  bata Merah,c. Lantai & Pondasi  Keramik & Slof Beton Bertulang,Subsidi : 49 Unit,Komersil : 0 Unit,"0.488848, 101.508842","FGQ5+GGP Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,DAMAI LESTARI,"JL. A. YAMIN, DUSUN SALO BARU RT. 003/RW .002 KEL. GANTING, KEC. SALO, KAB. KAMPAR, PROVINSI RIAU no. 0 RIAU, KAB KAMPAR,
              Salo, Ganting",Telp : +62 853-5559-2469,Email : pt.putrasetiacemerlang@gmail.com,a. Atap  genteng/ setara,b. Dinding  batu bata diplester,c. Lantai & Pondasi  keramik & cor slof beton bertulang,Subsidi : 7 Unit,Komersil : 0 Unit,"0.310929, 101.036169","826P+9FF Bangkinang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 100m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,CAHAYA BENING 2 (PENGEMBANGAN),"JL. ROWOBENING no. 320 RIAU, KOTA PEKANBARU,
              Tampan, Sidomulyo Barat",Telp : 0811767997,Email : kurniafitrihandayanipt@yahoo.com,"a. Atap  Seng Spandek, Rangka Atap Baja Ringan",b. Dinding  Batu Bata Plaster Aci,c. Lantai & Pondasi  Keramik & Beton Bertulang,Subsidi : 2 Unit,Komersil : 0 Unit,"0.310929, 101.036169","826P+9FF Bangkinang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Taman Teluk Makmur,"Jl. S.M. Amin  no. 91 RIAU, KOTA DUMAI,
              Dumai Timur, Jaya Mukti",Telp : 085280750211,Email : kantorbinusapekanbaru@gmail.com,"a. Atap  Baja Ringan, Spandek","b. Dinding  Batako, Plester, Cat","c. Lantai & Pondasi  Keramik & Tapak, Rollag Batu Bata, Sloof Bertulang",Subsidi : 8 Unit,Komersil : 0 Unit,"1.644175, 101.520488","JGVC+M5H Teluk Makmur, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 135.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Green Gaza 4,"Jl suka jaya  no. 01 RIAU, KAB KAMPAR,
              Tambang, Tarai Bangun",Telp : 082285134322,Email : asteti348@gmail.com,"a. Atap  rangka baja ringan 
atap Spandek","b. Dinding  bata plester, cat",c. Lantai & Pondasi  keramik & cor beton,Subsidi : 1 Unit,Komersil : 0 Unit,"1.644175, 101.520488","JGVC+M5H Teluk Makmur, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 91m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Kaban Residence,"Jl. Lintas Timur, Pangkalan Kasai, Perumahan Kaban Residence, Blok K. no. 21 RIAU, KAB INDRAGIRI HULU,
              Siberida, Pangkalan Kasai",Telp : 085276748786,Email : rudangtakabanresidence@gmail.com,a. Atap  Rangka Baja,b. Dinding  Batu Bata,c. Lantai & Pondasi  Keramik & Slov Bertulang,Subsidi : 93 Unit,Komersil : 0 Unit,"1.644175, 101.520488","JGVC+M5H Teluk Makmur, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Fathyyah Regency 8,"Jalan Uka, Garuda Sakti, RIAU, KOTA PEKANBARU, Tampan, Simpangbaru no. 88 RIAU, KOTA PEKANBARU,
              Tampan, Airputih",Telp : 081261664687,Email : fayyadjayabersama.pt@gmail.com,"a. Atap  Baja Ringan, atap Multi Roof",b. Dinding  Dinding Batu Bata Merah DiPlester Luar Dalam,"c. Lantai & Pondasi  Lantai dan Teras di Keramik 40 x 40 - Lantai Dan Dinding kamar Mandi Keramik & Pondasi Cor Setempat, Slof Beton dengan Tulang Besi 10 mm",Subsidi : 0 Unit,Komersil : 0 Unit,"1.644175, 101.520488","JGVC+M5H Teluk Makmur, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 106m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Perumahan Rizky Lestari,"Jln Kapau Sari ujung no. A01 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Pebatuan",Telp : 085271271004,Email : gitaputridinia196@gmail.com,a. Atap  spandek lurus,b. Dinding  Batu bata di plester dan di cat,c. Lantai & Pondasi  Tapak beton bertulang lantai Keramik & Semen Halus,Subsidi : 0 Unit,Komersil : 0 Unit,"1.644175, 101.520488","JGVC+M5H Teluk Makmur, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Permata Utama,"JL. KELILING GG. BERKAH, PERUM ALAM RAYA A/5, KEL. PEMATANGKAPAU, KEC. TENAYAN RAYA, KOTA PEKANBARU, RIAU
 no. 5 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Pematangkapau",Telp : 085278993475,Email : susiandrianii@gmail.com,"a. Atap  RANGKA BAJA, SPANDEK",b. Dinding  BATU BATA PASTER ACI,c. Lantai & Pondasi  KRAMIK 40X40 & TAPAK BETON + SLOP,Subsidi : 12 Unit,Komersil : 0 Unit,"1.644175, 101.520488","JGVC+M5H Teluk Makmur, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Bumi Purwosari Permai,"Jl.purwosari, perumaham bumi purwosari permai no. 04 RIAU, KAB KAMPAR,
              Siak Hulu, Pandau Jaya",Telp : 082384867609,Email : nurefendi2402@gamil.com,a. Atap  Genteng Metal dan Struktur Baja Ringan,b. Dinding  Bata,c. Lantai & Pondasi  Keramik & Tapak Beton Bertulang,Subsidi : 4 Unit,Komersil : 0 Unit,"0.428101, 101.469942","CFH9+6XW Pandau Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 145.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Uka Harmony,"JL. Air Hitam  no. 7 RIAU, KOTA PEKANBARU,
              Payung Sekaki, Sungaisibam",Telp : 07616702578,Email : apr.properti@gmail.com,a. Atap  Asap genteng rangka baja ringan,b. Dinding  bath Bata di plaster,c. Lantai & Pondasi  keramik & slof beton bertulang,Subsidi : 1 Unit,Komersil : 0 Unit,"0.428101, 101.469942","CFH9+6XW Pandau Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,ASRI LESTARI RESIDENCE,"Jl. Tuanku Tambusai  no. 34 B RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Wonorejo",Telp : 081364046576,Email : dillanauraalifa@gmail.com,a. Atap  GENTENG METAL,b. Dinding  BATU BATA DIPLESTER ACI,c. Lantai & Pondasi  KERAMIK & COR BETON BERTULANG,Subsidi : 8 Unit,Komersil : 0 Unit,"0.713012, 100.527678","PG7H+633 Ujung Batu, Rokan Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 126m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,ASADEL RESIDENCE TAHAP II,"Jl. Sawit  no. II RIAU, KAB KUANTAN SINGINGI,
              Kuantan Tengah, Sungaijering",Telp : +6281390489711,Email : ukkarya@gmail.com,a. Atap  Rangka Baja Ringan dan Genteng Metal,"b. Dinding  Bata Merah, Plaster, dan Acian","c. Lantai & Pondasi  Keramik 40x40 & Batu Kali, Sloof dan Kolom",Subsidi : 2 Unit,Komersil : 2 Unit,"-0.517343, 101.530311","FGMJ+347 Koto Kari, Kuantan Singingi Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Limbungan Asri,"Jl. Abdul Muis no. 43 RIAU, KOTA PEKANBARU,
              Sail, Cinta Raja",Telp : 085264667009,Email : ceriaalampermai@gmail.com,a. Atap  spandek,"b. Dinding  batu bata, plasteran, aci dan cat",c. Lantai & Pondasi  keramik 40x40 & slof beton,Subsidi : 0 Unit,Komersil : 0 Unit,"0.567222, 101.479444","HF8H+VQP Lembah Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 103m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA SAKTI KM6,"JL. ARIFIN AHMAD no. 01 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Tengah",Telp : 081276501983,Email : elsyaafebriyani12@gmail.com,a. Atap  SENG SOKA,b. Dinding  BATU BATA PLESTER,c. Lantai & Pondasi  KERAMIK & BATU BATA SLOOF,Subsidi : 1 Unit,Komersil : 0 Unit,"0.567222, 101.479444","HF8H+VQP Lembah Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA ANUGERAH SEJAHTERA,"JL. Maharaja Indra Komplek Kerinci Business Centre ( KBC ) No. 4C Pangkalan Kerinci no. 4C RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Timur Agung",Telp : 082390977796,Email : riaumudamandiri.ofc@gmail.com,a. Atap  Multiroof Color / Setara,b. Dinding  Batu Bata merah Diplaster + aci,c. Lantai & Pondasi  Keramik 40 x 40 & Tapak,Subsidi : 73 Unit,Komersil : 0 Unit,"0.367782, 101.872507","9V9F+426 Pangkalan Kerinci Timur, Pelalawan Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GIBRAN CAHAYA NIAGA,"JL NIAGA PERUMAHAN GIBRAN CAHAYA NIAGA no. C-01 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 082287074492,Email : ptgibrancahayaanugrah@gmail.com,"a. Atap  ATAP MULTIROFF
RANGKA ATAP BAJA RINGAN
PLAFON GIBSUM","b. Dinding  BATA, DI PLESTER, DI ACI DAN DI CAT",c. Lantai & Pondasi  GRANIT & BETON BERTULANG,Subsidi : 24 Unit,Komersil : 0 Unit,"0.452189, 101.325707","F82G+V7G Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Perumahan Kampung Damai Kulim,"Jalan Soekarno Hatta, Gang Cemerlang I no. 04 RIAU, KOTA PEKANBARU,
              Payung Sekaki, Labuh Baru Barat",Telp : 082287008775,Email : salehsomad@gmail.com,"a. Atap  Rangka Baja
Atap Spandek","b. Dinding  Dinding Batu Bata, Plaster acian, cat luar dalam",c. Lantai & Pondasi  Full Keramik & Cor dengan tiang timbul,Subsidi : 35 Unit,Komersil : 0 Unit,"0.525454, 101.502897","GGG3+55J Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,WAHANA MANDIRI 5,"Jl. Soekarno Hatta  no. 7 RIAU, KOTA PEKANBARU,
              Payung Sekaki, Labuh Baru Timur",Telp : 082390097007,Email : Wgmandiri88@Gmail.com,a. Atap  Genteng Metal,b. Dinding  Batu Bata Plaster di Cat,c. Lantai & Pondasi  Keramik & Cor Bertulang,Subsidi : 19 Unit,Komersil : 0 Unit,"0.457864, 101.507175","FG54+4VV Kulim, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,INTAN JELITA II,"JL.JEND.SUDIRMAN no. 20 A RIAU, KAB KAMPAR,
              Bangkinang Kota, Bangkinang",Telp : 082391370123,Email : pt.indonusaoston@yahoo.co.id,a. Atap  Spandek Lurus,b. Dinding  Batako diplester dan dicat,c. Lantai & Pondasi  Tapak Beton Bertulang & Semen Halus,Subsidi : 9 Unit,Komersil : 0 Unit,"0.343648, 101.040888","82VR+F92 Kumantan, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Bumi Kualu Damai VII,"JL.TUANKU TAMBUSAI no. 34B RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Wonorejo",Telp : 082174767620,Email : ptsemesta13@gmail.com,a. Atap  indoroof,b. Dinding  batu bata plester,c. Lantai & Pondasi  keramik & bata rolax dan selof beton bertulang,Subsidi : 14 Unit,Komersil : 0 Unit,"0.412992, 101.389847","C97Q+5WX Teluk Kenidai, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Graha Perwira Residence,"JL. Sentosa Ujung  no. 2 RIAU, KOTA PEKANBARU,
              Tampan, Sidomulyo Barat",Telp : 085376267001,Email : kalelehong@gmail.com,a. Atap  Genteng Metal,b. Dinding  Dinding Bata Merah dan Plaster,c. Lantai & Pondasi  Keramik 40x40 & Pondasi Tapak,Subsidi : 23 Unit,Komersil : 0 Unit,"0.422412, 101.324797","C8CF+XW7 Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 112m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Belilas Permai Tahap II,"jl. lingkar sman 1 seberida pangkalan kasai no. F 01 RIAU, KAB INDRAGIRI HULU,
              Siberida, Pangkalan Kasai",Telp : 085374477449,Email : belilasindahpermai88@gmail.com,a. Atap  baja ringan,b. Dinding  batu bata plaster,c. Lantai & Pondasi  keramik 40cm X 40cm & cor,Subsidi : 29 Unit,Komersil : 0 Unit,"-0.561661, 102.417408","CCQ8+8XM Pangkalan Kasai, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 2,RESIDENCE 73,"Jl. Balam no. 25 C RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo","Telp : 0761 670026, 0812 6159 0000",Email : polygon.alam.surya@gmail.com,a. Atap  LONGSPAN/SPANDEK,b. Dinding  PLESTER + ACI,c. Lantai & Pondasi  keramik  & sloof beton bertulang,Subsidi : 12 Unit,Komersil : 0 Unit,"-0.561661, 102.417408","CCQ8+8XM Pangkalan Kasai, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 98m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,THE VALLEY RESIDENCE III TAHAP 7,"JLN.KH AHMAD DAHLAN no. 129 RIAU, KOTA PEKANBARU,
              Sukajadi, Kampung Tengah",Telp : 081288558787,Email : ptsamitaciptamandiri29@gmail.com,a. Atap  Rangka Baja Ringan.Atap Genteng Metal/sejenisnya,b. Dinding  Palster Luar Dalam/Cat Luar Dalam,"c. Lantai & Pondasi  keramik & Batu Bata Merah,Sloof Cor Beton Bertulang",Subsidi : 0 Unit,Komersil : 0 Unit,"0.587682, 101.407852","HCQ5+34H Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 35m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,VILLA PERMATA BENING 1,"JL. ROWO BENING, PERUM. PERMATA BENING TAHAP 2 RUKO CC no. NO 4 RIAU, KOTA PEKANBARU,
              Tampan, Sidomulyo Barat",Telp : 07616701812,Email : anugerahduaputri@gmail.com,a. Atap  seng,b. Dinding  batu bata,c. Lantai & Pondasi  keramik & cor beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.432761, 101.411879","CCM6+4Q2 Sidomulyo Barat, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 110m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Mutiara Asri 3,"Jalan Arifin Ahmad no. 18 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Sidomulyo Timur",Telp : 082381019269,Email : rumpunjayaproperty@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA,c. Lantai & Pondasi  KERAMIK & CAKAR AYAM,Subsidi : 5 Unit,Komersil : 0 Unit,"0.462821, 101.486920","FF7P+4QF Simpang Tiga, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Terusan Regency,"Perumahan Terusan Regency
Jl. Batu Ampar/ SMAN 2 Pangkalan Kerinci no. D 01 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Barat",Telp : 082384354673,Email : putrisungainilopt@yahoo.co.id,a. Atap  Atap Multiroof,b. Dinding  Dinding Bata di Plester,c. Lantai & Pondasi  Keramik 40 x 40 & Pondasi Cor Beton,Subsidi : 52 Unit,Komersil : 0 Unit,"0.462821, 101.486920","FF7P+4QF Simpang Tiga, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 131.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Perumahan Alesha,"Jl. Tuanku Tambusai  no. 34 RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo",Telp : 082285615774,Email : dillanauraalifa@gmail.com,a. Atap  Spandek,b. Dinding  Batu Bata Plester dan Aci,c. Lantai & Pondasi  Keramik & Cor Slof Beton Bertulang,Subsidi : 1 Unit,Komersil : 0 Unit,"0.462821, 101.486920","FF7P+4QF Simpang Tiga, Kota Pekanbaru, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRAHA ARIMA RUMBAI,"JL. HR.SOEBRANTAS  no. - RIAU, KOTA PEKANBARU,
              Tampan, Tuahkarya",Telp : 082384860323,Email : irmaw2927@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA DI PLESTER,c. Lantai & Pondasi  KERAMIK 40 X40 & COR TULANG,Subsidi : 11 Unit,Komersil : 0 Unit,"0.575956, 101.491006","HFGR+9CJ Tebing Tinggi Okura, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Ufaira residence 3,"Jalan teropong no. D 1 RIAU, KAB KAMPAR,
              Siak Hulu, Kubang Jaya",Telp : 08116901089,Email : afdhillahfirdaus08@gmail.com,a. Atap  Genteng Metal,b. Dinding  Batu Bata Merah di aci Finisihing Cat,c. Lantai & Pondasi  Keramik 40 x 40 & Rolag Bata & Beton Bertulang,Subsidi : 6 Unit,Komersil : 0 Unit,"0.575956, 101.491006","HFGR+9CJ Tebing Tinggi Okura, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 1,Kamar Mandi: 1,Rumbai Residence 3,"Jl.Garuda  no. 57 C RIAU, KOTA PEKANBARU,
              Payung Sekaki, Labuh Baru Timur",Telp : 62 761 8410617,Email : pt.acebe@gmail.com,a. Atap  atap spandex rangka baja ringan,b. Dinding  dinding bata plaster,c. Lantai & Pondasi  lantai keramik 40 x 40 & cor pondasi bertulang,Subsidi : 8 Unit,Komersil : 0 Unit,"0.574726, 101.481182","HFFJ+VFV Lembah Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Keisya briliant regency 3,"Jl.kijang putih garuda sakti km.7,5 no. 2-3 RIAU, KAB KAMPAR,
              Tapung, Karya Indah",Telp : 085374044406,Email : nila_syafni@yahoo.co.id,a. Atap  Baja ringan,b. Dinding  Bata,c. Lantai & Pondasi  keramik & cor balok,Subsidi : 0 Unit,Komersil : 0 Unit,"0.512319, 101.333341","G86M+W8G Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Atena Ratu Sejagad Residence,"Jl. Palembang I no. - RIAU, KOTA PEKANBARU,
              Tenayan Raya, Sialangrampai",Telp : 082284502468,Email : ratusejagadsatriapku@gmail.com,a. Atap  Genteng Plat,b. Dinding  Bata Merah/ Plaster/ Aci,c. Lantai & Pondasi  Keramik 30x30 & Rolax Bata,Subsidi : 39 Unit,Komersil : 0 Unit,"0.460972, 101.525421","FG6G+95M Kulim, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Pulai Sakinah Tahap V,"Perumahan Griya Pulai Sakinah/Perumahan Sunaryo Jl. Wan Zen  no. 02 RIAU, KOTA DUMAI,
              Dumai Timur, Tanjung Palas",Telp : 085278736063,Email : dumaisakinah1@gmail.com,a. Atap  Rangka Baja dan atap Multiroof,"b. Dinding  Bata Merah, Plaster dan di Cat","c. Lantai & Pondasi  Full Keramik & Cerocok, Besi Tulang, Cor Balok",Subsidi : 31 Unit,Komersil : 0 Unit,"1.660595, 101.482670","MF6M+63M Tanjung Palas, Dumai City, Riau, Indonesia"
150000000,38,108,2,1,GRIYA MUTIARA LIBO,"Jl. Oil Field / Hang Tuah RT.002 RW.002 no.  00 RIAU, KAB SIAK,
              Kandis, Telaga Sam-sam",Telp : 081221160950,Email : mutiaraindahkreasi@gmail.com,a. Atap,b. Dinding,c. Lantai & Pondasi,Subsidi : 0 Unit,Komersil : 0 Unit,"0.899156, 101.230402","V6XJ+M56 Telaga Sam Sam, Siak Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUKIT MUTIARA INDAH,"Perumahan Bukit Mutiara Indah Jl. Pipa Air Bersih RT.02 RW.02 Desa Petani Kecamatan Bathin Solapan Kabupaten Bengkali no. A1 RIAU, KAB BENGKALIS,
              Bathin Solapan, Petani",Telp : 08126180059,Email : agung.satyagraha@gmail.com,Genteng Plat,Bata Merah/ Plaster/ Aci,Keramik 30x30 & Rolax Bata,Subsidi : 25 Unit,Komersil : 0 Unit,"1.305190, 101.153309","8543+38F Balai Makam, Bengkalis Regency, Riau, Indonesia"
